post_link,Profile_Link,profile_headline,likes_count,comments_count,post_content
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602804165502652416,Nikhil foreignadmits Jain,30 Under 30 • Helping YOU get YOUR Dream Career & University via ForeignAdmits.com • Featured on Doordarshan & Harvard,45,35 Comments,"Ever thought about living upto your Name? Trust me sometimes its not easy but
sometimes its more fun & adventure. I am trying and it gave me some kind of
positivity at times. It's funny at times but it holds a connect for me. Nikhil
(Sanskrit: निखिल) is a male name of Sanskrit origin. The word means ""complete""
or ""entire"", or ""Last one"". What does your name means to you & have you tried
living up to it? Mention in comments 👇👇👇 (let's get to know more about it)
hashtag#name hashtag#stories hashtag#nikspeaks

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602474238907600896,Ruchi Jaju,Content Writer | Consultant | Sales & Marketing Professional | LinkedIn Enthusiast,160,16 Comments,"To all the significant men in my life, I know how difficult it is ""to be a
Man"" . . . I am thankful to all of you! 🤗 Thanks to my father and my father-
in-law who instilled a strong belief in the middle-class family values that I
am so proud of. Thanks to my brother who has always been my guide and
protector. Thanks to my male friends who have been my confidante at different
walks of my life Thanks to my brothers-in-law for being my best advisors. Last
but not the least, thanks to my husband who has been supportive of every
decision I made and takes immense pride in all my achievements. Thanks to all
of you for setting an example of - 1\. How to behave with women, elders,
children, and people from the lower economic strata 2\. How to earn a living
with pride and humility 3\. How to help others without expecting something in
return 4\. How to make others happy even while sacrificing your own happiness
5\. How to appreciate and praise others for their good work 6\. How to live
for gaining experience and not monetary wealth 7\. How to work relentlessly in
a job even if that's not what you wished Like we say for Women's Day, it's a
365 days celebration. But bcz it is today so, Happy Men's Day! 🎉🤗 What are
your views? hashtag#resilientruchi hashtag#happyinternationalmensday
hashtag#LinkedIn

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602088571572711424,Ankit Rathi,Lead Architect - Data & AI | Author | Speaker | All views are my own,96,5 Comments,"Monday Motivation ***Just for fun*** HR/Recruiter: Do you manage a team? Me:
No, I am managed by a team. 😂🤣

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6601205491362304000,Udaya Sai Chikka,Certified Machine Learning Engineer | Facebook Pytorch Scholar,74,12 Comments,"Let's Finish this thing! Shortlisted for Udacity Tech Scholarship! Thank you
Udacity and Bertelsmann for providing the scholarship. Need your suggestions
guys.... Ankit Rathi Prudhvi Potuganti Animesh Dutta Durga Gadiraju Sourav Das
hashtag#50000chances hashtag#UdacityTechScholars hashtag#PoweredByBertelsmann

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6601004999495507969,Prudhvi Potuganti,Data Scientist | Craves to Learn | Loves to Solve | Lives to teach,352,105 Comments,"A lot of people ask me - which course to choose for Data Science. Over next
few days, I will give you some pointers to select the best course for yourself
Content offered is the key for any course - it makes or breaks you !! So
always ask for sample content and review it yourself. When I say sample - it's
not just one presentation. Ask for at least 5% of course content ! When
someone asks me for my End to End Data Science course - I don't share a demo.
I will share 'real' 5 classes of previous batch , presentations of at least 5
topics, all hands on used in first month, two use cases - completely solved
and a lot. In fact it takes 20 hours to review our 'sample' content.. The best
of my students are the ones who paid me after previewing the content and I
love to work with such students Are you one of them interested in End to End
DS course ?

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6601041817582571520,Jay Makam,Business Intelligence Analyst @ Endpointclinical |,51,26 Comments,"Is it possible for hiring managers to revert back to each & every applicant
for a particular opening about their application? In-case a rejection, clearly
mentioning the reason for it & suggesting feedback to improve on. I know its
difficult & some companies do revert back but feedback isnt provided. Wouldn't
that be great if it happens? At least we would know where we stand. Please tag
the companies which have reverted back to you for your application. Let's
thank them for their efforts. hashtag#hiring hashtag#hrlife
hashtag#hiringmanagers hashtag#fresherjob hashtag#recruiters hashtag#staffing
hashtag#talentacquisition hashtag#jobs hashtag#humanresources
hashtag#applicant hashtag#comment hashtag#like hashtag#jobsearch hashtag#job
Sam Alsroré Prudhvi Potuganti Jeff Weiner Oleg Vishnepolsky Debi Prasad Rath
NABIH IBRAHIM BAWAZIR Ramesh Kumar Adi Vemuru

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600938364277481472,Dr Aniruddha Malpani,Angel Investor. Malpani Ventures. Funding frugal innovation in India.,"1,143",62 Comments,"One advantage of having a bad manager is that at least you know what not to do
when you become a manager yourself!

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600615209306558464,Ramasubramaniam A.,Data enthusiast,77,14 Comments,"I really hope greatlearning stops trying people to enroll into their program
using such techniques.

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600360460917268480,AbdulMajedRaja RS,Customer Intelligence at Cisco,628,59 Comments,"After being in hashtag#Bangalore for ~2+ years and seeing the # of conferences
here, I've come to this rational conclusion: I would be exponentially more
profitable if I quit my hashtag#datascience job and just run Data Science
conferences! ### conference_profitabilty ``` AVG_TICKET_PRICE ~ 15K INR
run_guesstimate(n = blore_datascience_enthusiasts_cnt) ``` > ₹₹₹₹₹₹₹

"
https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600260530676568064,Prudhvi Potuganti,Data Scientist | Craves to Learn | Loves to Solve | Lives to teach,208,12 Comments,"One any day, I give more than what I take from Linkedin. I reply to almost
every message I reply. I do my best to help. This helps me better
understanding a customer and refine my product further ! That's the reason, I
spend more time on messages than on news feed. Number of incoming and outgoing
messages from my profile quarter wise since 1 Nov 2017 given below. PS : Y
axis hidden - for obvious reasons. In 2019, quarter 3, I sent out a lot of
free tutorials, hence the outlier !

"
